time;logger;level;message;exception
2011-10-26 22:13:18.6948;Raven.Database.Storage.IndexDefinitionStorage;Info;"New index RavenSnapshotByStreamIdAndRevision:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_RavenSnapshotByStreamIdAndRevision : AbstractViewGenerator
{
	public Index_RavenSnapshotByStreamIdAndRevision()
	{
		this.ViewText = @""docs.RavenSnapshots
	.Select(s => new {StreamId = s.StreamId, StreamRevision = s.StreamRevision})
"";
		this.ForEntityNames.Add(""RavenSnapshots"");
		this.AddMapDefinition(docs => docs.Where(__document => __document[""@metadata""][""Raven-Entity-Name""] == ""RavenSnapshots"").Select(s => new { StreamId = s.StreamId, StreamRevision = s.StreamRevision, __document_id = s.__document_id }));
		this.AddField(""StreamId"");
		this.AddField(""StreamRevision"");
		this.AddField(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_RavenSnapshotByStreamIdAndRevision : AbstractViewGenerator
{
	public Index_RavenSnapshotByStreamIdAndRevision()
	{
		this.ViewText = @""docs.RavenSnapshots
	.Select(s => new {StreamId = s.StreamId, StreamRevision = s.StreamRevision})
"";
		this.ForEntityNames.Add(""RavenSnapshots"");
		this.AddMapDefinition(docs => docs.Where(__document => __document[""@metadata""][""Raven-Entity-Name""] == ""RavenSnapshots"").Select(s => new { StreamId = s.StreamId, StreamRevision = s.StreamRevision, __document_id = s.__document_id }));
		this.AddField(""StreamId"");
		this.AddField(""StreamRevision"");
		this.AddField(""__document_id"");
	}
}
";
2011-10-26 22:13:18.6948;Raven.Database.Indexing.IndexStorage;Info;Creating index RavenSnapshotByStreamIdAndRevision with encoded name RavenSnapshotByStreamIdAndRevision;
2011-10-26 22:13:18.6948;Raven.Database.Indexing.Index.Indexing;Debug;Creating index for RavenSnapshotByStreamIdAndRevision;
2011-10-26 22:13:18.6948;Raven.Database.Server.HttpServer;Debug;Request #   9: PUT     -   137 ms - <default>  - 201 - /indexes/RavenSnapshotByStreamIdAndRevision;
2011-10-26 22:13:18.7118;Raven.Database.Server.HttpServer;Debug;Request #  10: HEAD    -     0 ms - <default>  - 404 - /indexes/RavenStreamHeadBySnapshotAge;
2011-10-26 22:13:18.9418;Raven.Database.Storage.IndexDefinitionStorage;Info;"New index RavenStreamHeadBySnapshotAge:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_RavenStreamHeadBySnapshotAge : AbstractViewGenerator
{
	public Index_RavenStreamHeadBySnapshotAge()
	{
		this.ViewText = @""docs.RavenStreamHeads
	.Select(s => new {SnapshotAge = s.HeadRevision - s.SnapshotRevision})
"";
		this.ForEntityNames.Add(""RavenStreamHeads"");
		this.AddMapDefinition(docs => docs.Where(__document => __document[""@metadata""][""Raven-Entity-Name""] == ""RavenStreamHeads"").Select(s => new { SnapshotAge = s.HeadRevision - s.SnapshotRevision, __document_id = s.__document_id }));
		this.AddField(""SnapshotAge"");
		this.AddField(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_RavenStreamHeadBySnapshotAge : AbstractViewGenerator
{
	public Index_RavenStreamHeadBySnapshotAge()
	{
		this.ViewText = @""docs.RavenStreamHeads
	.Select(s => new {SnapshotAge = s.HeadRevision - s.SnapshotRevision})
"";
		this.ForEntityNames.Add(""RavenStreamHeads"");
		this.AddMapDefinition(docs => docs.Where(__document => __document[""@metadata""][""Raven-Entity-Name""] == ""RavenStreamHeads"").Select(s => new { SnapshotAge = s.HeadRevision - s.SnapshotRevision, __document_id = s.__document_id }));
		this.AddField(""SnapshotAge"");
		this.AddField(""__document_id"");
	}
}
";
2011-10-26 22:13:18.9418;Raven.Database.Indexing.IndexStorage;Info;Creating index RavenStreamHeadBySnapshotAge with encoded name RavenStreamHeadBySnapshotAge;
2011-10-26 22:13:18.9418;Raven.Database.Indexing.Index.Indexing;Debug;Creating index for RavenStreamHeadBySnapshotAge;
2011-10-26 22:13:18.9418;Raven.Database.Server.HttpServer;Debug;Request #  11: PUT     -   162 ms - <default>  - 201 - /indexes/RavenStreamHeadBySnapshotAge;
2011-10-26 22:13:19.1858;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index RavenCommitsByDispatched for: ( *:* -Dispatched:true);
2011-10-26 22:13:19.4148;Raven.Database.Server.HttpServer;Debug;Request #  12: GET     -   335 ms - <default>  - 200 - /indexes/RavenCommitsByDispatched?query=(%2520*%253A*%2520-Dispatched%253Atrue)&start=0&pageSize=1024&aggregation=None;
2011-10-26 22:13:24.0911;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 22:13:24.0911;Raven.Database.Server.HttpServer;Debug;Request #  13: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 22:13:24.4191;Raven.Database.Storage.IndexDefinitionStorage;Info;"New index Temp%2fCustomerListDtos:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_Temp_2fCustomerListDtos : AbstractViewGenerator
{
	public Index_Temp_2fCustomerListDtos()
	{
		this.ViewText = @""from doc in docs.CustomerListDtos
select new {  }
"";
		this.ForEntityNames.Add(""CustomerListDtos"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""CustomerListDtos""
			select new { __document_id = doc.__document_id });
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_Temp_2fCustomerListDtos : AbstractViewGenerator
{
	public Index_Temp_2fCustomerListDtos()
	{
		this.ViewText = @""from doc in docs.CustomerListDtos
select new {  }
"";
		this.ForEntityNames.Add(""CustomerListDtos"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""CustomerListDtos""
			select new { __document_id = doc.__document_id });
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
";
2011-10-26 22:13:24.4191;Raven.Database.Indexing.IndexStorage;Info;Creating index Temp/CustomerListDtos with encoded name Temp/CustomerListDtos;
2011-10-26 22:13:24.5221;Raven.Database.Indexing.Index.Indexing;Debug;Creating index for Temp/CustomerListDtos;
2011-10-26 22:13:24.5221;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/CustomerListDtos for all documents;
2011-10-26 22:13:24.5371;Raven.Database.Server.HttpServer;Debug;Request #  14: GET     -   393 ms - <default>  - 200 - /indexes/dynamic/CustomerListDtos?query=&start=0&pageSize=128&aggregation=None;
